employee_id,name,age,salary,join_date,department,gender,country,city,weight_kg,is_active,review,price,target
12389,Diana O.,25,68583.0,2019-01-21,HR,Male,United States,Rajshahi,58.6,True,Good value for money.,16.32,1
10413,Eve W.,65,109255.0,2015-06-27,Engineering,Male,United Kingdom,Chittagong,102.6,True,Good value for money.,188.81,0
18164,Grace G.,26,88234.0,2013-12-19,Marketing,Female,United Kingdom,Khulna,74.0,False,No Review,371.73,0
8303,Eve K.,48,82904.0,2016-06-21,Marketing,Female,United States,Chittagong,101.8,True,Would buy again without hesitation.,238.65,0
9345,Charlie U.,44,49084.0,2013-11-17,Finance,Male,United Kingdom,Dhaka,84.0,False,No Review,39.43,0
9959,Charlie Q.,32,44992.0,2016-04-06,Engineering,Female,United States,Sylhet,85.6,False,Would buy again without hesitation.,498.01,0
19147,Diana Q.,50,112393.0,2020-03-24,Sales,Male,Bangladesh,Chittagong,53.2,False,Product met all expectations.,84.95,0
15653,Diana W.,53,45355.0,2012-12-25,Marketing,Male,United States,Dhaka,105.7,False,No Review,102.92,0
14984,Diana U.,33,60612.0,2023-02-17,Marketing,Male,United States,Chittagong,64.7,True,Product met all expectations.,325.23,0
19868,Hasan T.,39,63255.0,2012-09-20,Marketing,Female,United Kingdom,Khulna,72.6,False,No Review,47.66,0
3934,Alice D.,44,57178.0,2018-11-19,Marketing,Male,Bangladesh,Khulna,95.5,False,Delivery was fast and packaging great.,250.1,0
4685,Hasan C.,34,36149.0,2017-06-30,Marketing,Male,United States,Dhaka,72.2,False,Delivery was fast and packaging great.,93.79,0
15109,Bob K.,22,83419.0,2017-04-09,HR,Male,Bangladesh,Rajshahi,47.7,True,No Review,22.76,0
8377,Frank S.,62,37089.0,2022-12-18,Finance,Female,United Kingdom,Dhaka,51.7,True,No Review,250.1,0
16470,John M.,64,75126.0,2023-06-17,Sales,Female,United Kingdom,Dhaka,126.2,True,Product met all expectations.,451.35,0
10154,Frank K.,47,165339.5,2024-07-11,Finance,Male,United States,Chittagong,128.1,False,Delivery was fast and packaging great.,250.1,0
3398,Charlie J.,28,119429.0,2017-06-30,Engineering,Male,Bangladesh,Sylhet,106.0,True,"Excellent product, highly recommend!",447.15,0
845,Ira S.,33,119337.0,2015-11-16,Marketing,Male,United States,Dhaka,120.6,False,"Excellent product, highly recommend!",254.64,0
3038,Eve L.,37,65580.0,2015-12-13,Engineering,Male,United Kingdom,Rajshahi,115.0,True,Would buy again without hesitation.,400.25,1
2431,John Z.,28,52093.0,2011-11-22,HR,Female,Bangladesh,Sylhet,76.5,False,Would buy again without hesitation.,480.78,0
13314,Bob B.,27,88173.0,2011-04-11,HR,Female,United States,Rajshahi,98.1,False,Delivery was fast and packaging great.,445.54,0
15201,Frank O.,18,118356.0,2023-06-18,HR,Male,United States,Sylhet,98.5,True,Product met all expectations.,496.65,0
2694,Charlie B.,21,75126.0,2012-04-10,Engineering,Male,United States,Chittagong,100.4,True,Product met all expectations.,250.2,0
13079,Ira P.,31,88785.0,2024-12-11,Engineering,Female,Bangladesh,Khulna,54.2,False,Would buy again without hesitation.,35.97,0
507,Grace N.,36,49843.0,2021-10-28,Sales,Female,Bangladesh,Dhaka,102.3,False,Good value for money.,497.68,0
2958,Grace G.,49,78522.0,2017-06-30,HR,Male,United States,Khulna,111.3,True,No Review,400.65,0
12483,Frank L.,37,111397.0,2011-01-31,Sales,Male,United States,Sylhet,91.0,False,No Review,412.86,0
11670,John Y.,52,47329.0,2024-08-31,Engineering,Female,United States,Rajshahi,124.0,False,Would buy again without hesitation.,66.09,0
3948,Frank E.,24,100577.0,2017-06-30,Sales,Female,United States,Chittagong,72.6,True,Delivery was fast and packaging great.,131.31,0
17784,Eve E.,62,55624.0,2018-06-10,Finance,Female,United States,Dhaka,55.9,True,Product met all expectations.,471.51,0
9904,Alice U.,39,79810.0,2012-06-01,Sales,Male,United States,Dhaka,72.1,False,Delivery was fast and packaging great.,95.82,0
17565,Charlie F.,51,68726.0,2024-02-16,HR,Female,United States,Dhaka,59.7,False,Good value for money.,79.37,0
11876,Grace U.,27,104921.0,2017-06-30,HR,Female,United States,Chittagong,82.8,True,Would buy again without hesitation.,419.37,0
339,Diana M.,24,59459.0,2015-01-25,Finance,Male,Bangladesh,Sylhet,99.2,False,Delivery was fast and packaging great.,159.26,0
14494,Bob B.,25,67993.0,2016-01-20,Marketing,Male,Bangladesh,Khulna,78.4,True,"Excellent product, highly recommend!",250.1,0
14790,Eve I.,21,81627.0,2012-09-04,Engineering,Male,Bangladesh,Chittagong,84.9,True,Product met all expectations.,166.94,0
13902,Alice B.,29,49610.0,2023-07-02,HR,Male,United States,Rajshahi,50.2,False,Would buy again without hesitation.,162.2,0
13014,Diana U.,43,103912.0,2015-01-22,Engineering,Male,Bangladesh,Dhaka,104.9,False,Delivery was fast and packaging great.,330.04,0
16564,Bob L.,61,100506.0,2014-12-15,Finance,Male,United States,Sylhet,109.8,True,No Review,471.54,0
19294,Bob C.,50,72606.0,2023-10-16,Marketing,Female,United States,Dhaka,53.1,True,Very satisfied with the quality.,345.35,0
17915,Grace H.,39,60010.0,2021-02-04,HR,Female,United States,Dhaka,70.1,True,Product met all expectations.,393.74,0
18181,John E.,51,49274.0,2021-05-01,Engineering,Male,United Kingdom,Dhaka,107.0,True,No Review,18.52,0
16799,Frank P.,59,61836.0,2017-12-17,Sales,Male,United States,Chittagong,74.5,False,Good value for money.,410.33,0
16460,Charlie C.,48,100730.0,2010-11-03,Marketing,Female,Bangladesh,Rajshahi,86.6,True,Delivery was fast and packaging great.,392.83,0
13554,John B.,37,55208.0,2022-08-05,Sales,Female,Bangladesh,Sylhet,54.0,False,Product met all expectations.,489.6,0
13292,Alice V.,59,51501.0,2011-10-20,Marketing,Male,United States,Chittagong,68.8,True,Would buy again without hesitation.,251.45,0
6104,John T.,47,77918.0,2024-10-21,Engineering,Male,Bangladesh,Rajshahi,67.5,False,"Excellent product, highly recommend!",26.48,0
6510,Charlie F.,27,54587.0,2019-12-25,Finance,Male,United States,Chittagong,100.0,True,"Excellent product, highly recommend!",311.55,0
1161,Charlie Y.,62,49663.0,2011-05-20,Marketing,Male,United States,Sylhet,86.6,True,No Review,34.52,0
9967,Diana F.,35,32342.0,2015-06-28,Marketing,Male,Bangladesh,Dhaka,80.5,False,"Excellent product, highly recommend!",213.99,0
452,Ira S.,18,100213.0,2014-07-25,Marketing,Male,United States,Chittagong,58.0,False,Delivery was fast and packaging great.,430.03,0
17638,Grace F.,40,78835.0,2014-07-28,Engineering,Male,United States,Dhaka,106.7,True,Product met all expectations.,75.17,0
17123,Frank I.,55,32373.0,2024-07-29,Finance,Male,Bangladesh,Khulna,90.0,False,Would buy again without hesitation.,285.9,0
16519,Alice D.,41,111379.0,2022-06-17,Finance,Female,Bangladesh,Khulna,103.0,False,Very satisfied with the quality.,139.64,0
17970,Eve X.,18,75126.0,2016-08-21,Finance,Female,Bangladesh,Sylhet,107.4,True,"Excellent product, highly recommend!",37.22,0
12199,Diana V.,62,54607.0,2022-10-21,Sales,Male,Bangladesh,Sylhet,68.7,True,Very satisfied with the quality.,312.42,0
2902,Hasan T.,62,37995.0,2021-06-07,Finance,Female,United Kingdom,Rajshahi,85.6,True,No Review,318.86,0
14392,Charlie E.,30,66503.0,2021-03-04,Marketing,Male,Bangladesh,Rajshahi,120.4,False,Delivery was fast and packaging great.,246.99,0
9274,John F.,63,95876.0,2022-01-02,HR,Male,United States,Chittagong,98.3,True,Very satisfied with the quality.,288.71,0
6107,Frank D.,40,59189.0,2017-08-07,Engineering,Female,United Kingdom,Sylhet,62.5,False,Delivery was fast and packaging great.,231.55,0
19354,Hasan B.,64,55123.0,2018-01-25,HR,Male,Bangladesh,Khulna,115.4,False,"Excellent product, highly recommend!",15.96,0
14230,John W.,51,35851.0,2011-12-17,Sales,Female,Bangladesh,Rajshahi,68.0,False,Would buy again without hesitation.,250.1,0
110,Alice O.,65,72596.0,2016-09-11,Marketing,Male,United States,Khulna,115.5,True,"Excellent product, highly recommend!",275.08,0
1852,Ira A.,31,62810.0,2012-03-19,Sales,Male,United States,Dhaka,92.8,False,Product met all expectations.,468.58,0
18929,Ira J.,41,165339.5,2024-03-16,Sales,Female,United Kingdom,Khulna,124.9,False,No Review,495.19,0
17949,John H.,55,108623.0,2012-03-09,Marketing,Female,United States,Sylhet,62.6,True,No Review,405.86,0
18351,John T.,44,81782.0,2021-03-19,Finance,Male,United States,Dhaka,98.3,True,No Review,347.29,0
2006,Eve P.,36,84091.0,2020-03-29,Sales,Female,United States,Sylhet,72.3,False,Product met all expectations.,58.14,0
12069,Bob N.,21,70225.0,2019-08-21,Sales,Male,United Kingdom,Rajshahi,86.6,True,"Excellent product, highly recommend!",30.44,0
13391,Grace I.,41,51963.0,2022-01-13,Sales,Female,United Kingdom,Rajshahi,115.4,False,Good value for money.,250.1,0
3826,Eve V.,46,44153.0,2010-04-03,HR,Male,Bangladesh,Khulna,116.6,False,Delivery was fast and packaging great.,59.5,0
3305,Frank V.,52,73954.0,2021-07-09,Marketing,Female,Bangladesh,Sylhet,83.3,True,No Review,397.95,0
10202,Charlie Y.,30,53433.0,2024-07-18,HR,Female,United Kingdom,Dhaka,125.6,True,Would buy again without hesitation.,173.96,0
16103,John L.,61,66460.0,2019-08-15,Engineering,Female,Bangladesh,Rajshahi,123.3,True,No Review,232.58,0
15504,Bob M.,40,107094.0,2013-01-23,Engineering,Female,United Kingdom,Khulna,55.6,True,"Excellent product, highly recommend!",241.75,0
7986,Alice G.,42,59476.0,2010-08-17,Sales,Female,United States,Rajshahi,77.0,True,Product met all expectations.,168.58,0
7795,Eve A.,45,74613.0,2016-01-31,Finance,Female,Bangladesh,Rajshahi,88.0,True,Delivery was fast and packaging great.,462.0,0
821,Ira F.,42,32144.0,2023-11-18,Engineering,Female,United Kingdom,Khulna,51.3,False,Delivery was fast and packaging great.,483.89,0
10377,Charlie L.,65,86085.0,2015-09-26,Sales,Female,United States,Dhaka,51.0,False,No Review,313.74,0
5466,Eve U.,61,76392.0,2014-02-01,Marketing,Female,Bangladesh,Sylhet,124.7,True,"Excellent product, highly recommend!",242.17,0
4930,Ira L.,62,79946.0,2011-01-31,HR,Male,United States,Dhaka,110.1,True,Very satisfied with the quality.,250.1,0
4104,Bob K.,26,35136.0,2015-07-25,Engineering,Male,United States,Chittagong,81.2,True,Very satisfied with the quality.,26.02,0
9866,Charlie Y.,49,93610.0,2022-03-11,Marketing,Male,Bangladesh,Chittagong,86.6,True,Very satisfied with the quality.,281.74,0
8130,Eve O.,42,75126.0,2016-11-25,Engineering,Male,Bangladesh,Khulna,61.6,False,Very satisfied with the quality.,433.7,0
15574,Grace F.,23,105972.0,2018-05-09,HR,Female,United States,Khulna,51.2,False,Would buy again without hesitation.,425.69,0
16995,Eve P.,61,72015.0,2024-09-11,HR,Female,Bangladesh,Sylhet,85.2,False,Good value for money.,321.52,0
11498,Alice Q.,38,82369.0,2015-06-23,Marketing,Female,United States,Khulna,103.6,True,Would buy again without hesitation.,19.87,0
7231,Alice H.,51,103412.0,2013-01-11,Marketing,Male,United Kingdom,Khulna,93.4,False,Good value for money.,366.96,0
19992,Diana W.,20,53218.0,2018-06-13,Sales,Male,United States,Dhaka,54.1,False,Delivery was fast and packaging great.,207.35,0
5452,Alice U.,27,68669.0,2017-06-30,HR,Male,United Kingdom,Sylhet,71.0,False,No Review,241.47,0
10474,Ira L.,40,89019.0,2021-05-23,Sales,Female,United Kingdom,Khulna,94.1,True,No Review,219.34,0
10027,Ira K.,52,96649.0,2012-09-30,Marketing,Male,United Kingdom,Dhaka,49.0,False,Good value for money.,435.21,0
7406,Charlie F.,44,81255.0,2015-11-13,Sales,Male,Bangladesh,Chittagong,79.9,False,No Review,110.33,0
12198,Frank I.,21,37466.0,2017-09-09,Finance,Female,United States,Chittagong,48.7,False,Very satisfied with the quality.,95.6,0
9443,Alice H.,55,86692.0,2011-07-02,HR,Male,United States,Dhaka,59.0,False,Delivery was fast and packaging great.,168.18,0
2912,John G.,29,41450.0,2024-07-24,Sales,Male,Bangladesh,Sylhet,125.0,False,Delivery was fast and packaging great.,459.44,0
9133,John K.,26,112191.0,2016-08-24,Marketing,Male,United Kingdom,Dhaka,57.3,True,Would buy again without hesitation.,349.61,0
14383,Grace V.,61,97468.0,2017-06-30,Sales,Female,Bangladesh,Rajshahi,99.3,True,"Excellent product, highly recommend!",71.5,0
528,Charlie G.,50,54251.0,2014-07-08,Sales,Female,United Kingdom,Rajshahi,54.9,False,Would buy again without hesitation.,288.56,0
5497,Diana I.,27,113537.0,2017-06-30,Finance,Male,United States,Khulna,84.5,True,Product met all expectations.,250.1,0
15096,Alice I.,30,118296.0,2012-11-14,Engineering,Female,United States,Rajshahi,106.1,True,"Excellent product, highly recommend!",480.45,0
13524,John N.,61,75126.0,2019-12-06,Marketing,Female,United States,Chittagong,103.4,True,Very satisfied with the quality.,201.42,0
6777,Frank I.,49,115525.0,2023-06-22,Finance,Female,United States,Sylhet,91.9,True,Product met all expectations.,442.96,0
12130,John C.,30,103455.0,2024-09-27,Sales,Male,United States,Rajshahi,125.5,True,Product met all expectations.,393.0,0
4987,Alice H.,39,63190.0,2022-12-26,Engineering,Female,Bangladesh,Dhaka,83.8,True,Very satisfied with the quality.,150.62,0
18552,Alice V.,33,89621.0,2021-12-17,HR,Female,United States,Khulna,90.8,False,Very satisfied with the quality.,28.82,0
10863,Hasan I.,62,165339.5,2016-04-23,Engineering,Female,Bangladesh,Rajshahi,126.1,True,Would buy again without hesitation.,377.49,0
3362,Bob D.,18,95840.0,2017-11-10,HR,Female,United States,Dhaka,73.2,False,No Review,465.18,0
13730,Alice Q.,33,105165.0,2016-03-05,Sales,Female,United States,Chittagong,73.5,False,Would buy again without hesitation.,220.16,0
15582,Bob Z.,59,30463.0,2017-08-08,Marketing,Male,United Kingdom,Chittagong,86.6,False,No Review,358.83,0
16245,Charlie C.,20,64033.0,2018-09-04,HR,Female,Bangladesh,Rajshahi,103.2,False,"Excellent product, highly recommend!",250.1,0
12075,Bob Z.,29,50416.0,2022-06-25,Sales,Female,United States,Khulna,112.2,False,Delivery was fast and packaging great.,419.46,0
11531,Charlie V.,42,41153.0,2010-09-18,Engineering,Female,United States,Chittagong,106.2,True,Product met all expectations.,117.26,1
13277,Bob P.,48,69198.0,2010-11-26,Finance,Male,Bangladesh,Chittagong,96.1,True,Product met all expectations.,214.0,0
3990,John P.,24,75126.0,2016-12-03,Sales,Male,United States,Sylhet,129.8,False,Delivery was fast and packaging great.,469.63,0
10566,Eve O.,61,94617.0,2014-11-19,Engineering,Female,United States,Rajshahi,114.3,False,Good value for money.,90.72,0
4173,Alice P.,43,71236.0,2015-02-25,HR,Male,United States,Sylhet,102.3,False,No Review,453.35,0
8009,Frank T.,61,95273.0,2015-12-08,Sales,Female,Bangladesh,Khulna,49.0,True,Product met all expectations.,266.82,0
4077,Ira B.,42,53164.0,2023-08-13,Marketing,Female,Bangladesh,Chittagong,82.7,False,Would buy again without hesitation.,359.15,0
14005,Ira S.,56,45045.0,2012-11-03,Sales,Male,United Kingdom,Sylhet,46.4,True,No Review,140.07,0
62,Eve P.,35,64834.0,2016-10-29,Marketing,Male,Bangladesh,Rajshahi,81.3,True,Very satisfied with the quality.,26.44,0
9998,Grace T.,19,69139.0,2017-11-17,Sales,Female,United Kingdom,Sylhet,80.3,False,No Review,35.98,0
2497,Ira X.,42,33199.0,2024-03-05,Engineering,Female,United States,Khulna,121.4,False,Product met all expectations.,250.1,0
7114,Eve S.,46,45856.0,2012-10-06,HR,Male,United States,Khulna,49.0,True,Would buy again without hesitation.,99.34,0
10647,Hasan A.,29,111304.0,2013-03-28,HR,Female,United Kingdom,Chittagong,129.4,True,No Review,345.59,0
8707,Alice T.,32,86114.0,2023-09-03,Finance,Female,Bangladesh,Sylhet,129.1,True,Product met all expectations.,292.46,0
1978,John F.,60,81281.0,2011-09-05,Engineering,Male,United States,Dhaka,100.0,True,Delivery was fast and packaging great.,60.04,0
19835,Frank B.,47,44623.0,2020-10-27,Engineering,Female,Bangladesh,Chittagong,105.6,True,Would buy again without hesitation.,230.54,0
297,Frank V.,21,57417.0,2022-10-04,Marketing,Male,Bangladesh,Sylhet,56.0,False,Delivery was fast and packaging great.,114.43,0
1813,John D.,49,104774.0,2015-01-13,Finance,Male,United States,Dhaka,112.9,True,No Review,470.92,0
4167,John E.,61,89353.0,2024-09-08,HR,Male,United States,Rajshahi,115.9,False,Good value for money.,301.84,0
3702,Eve N.,27,86128.0,2012-04-05,Sales,Male,United States,Sylhet,60.6,True,Would buy again without hesitation.,499.86,0
19950,Charlie G.,60,119050.0,2017-06-30,Marketing,Male,Bangladesh,Chittagong,56.6,False,No Review,169.38,0
3979,Diana H.,41,50922.0,2011-02-28,HR,Female,Bangladesh,Dhaka,91.6,False,Delivery was fast and packaging great.,6.7,0
10784,Alice M.,23,55522.0,2019-05-30,Engineering,Male,United Kingdom,Dhaka,78.0,True,Product met all expectations.,479.2,0
1172,Diana F.,36,71034.0,2017-10-31,Engineering,Male,United States,Dhaka,94.0,False,"Excellent product, highly recommend!",398.99,1
14737,Ira T.,25,31374.0,2015-02-04,Finance,Female,Bangladesh,Chittagong,109.0,False,Good value for money.,410.54,0
12115,Diana F.,47,75126.0,2024-07-23,HR,Female,United States,Dhaka,116.6,True,Product met all expectations.,158.87,1
9246,Charlie E.,18,73465.0,2018-09-12,Marketing,Female,Bangladesh,Dhaka,100.4,False,Delivery was fast and packaging great.,264.33,0
10412,Ira L.,31,37729.0,2015-05-05,Engineering,Male,Bangladesh,Khulna,62.7,False,Would buy again without hesitation.,346.73,0
5405,Diana V.,46,92329.0,2010-09-26,Marketing,Female,United States,Dhaka,123.6,False,No Review,22.41,0
4103,Charlie S.,33,109253.0,2020-01-09,Sales,Male,United States,Sylhet,65.2,False,No Review,250.1,0
8001,Grace T.,35,97839.0,2013-05-19,Marketing,Male,Bangladesh,Dhaka,79.5,True,No Review,245.21,0
3229,Ira F.,42,100521.0,2012-04-14,HR,Female,United States,Dhaka,118.6,False,Very satisfied with the quality.,156.52,0
4654,Ira G.,43,64435.0,2011-10-19,Engineering,Male,United States,Dhaka,126.9,True,Product met all expectations.,11.55,0
12395,Grace V.,45,50294.0,2014-07-16,Finance,Female,United Kingdom,Rajshahi,48.9,False,Good value for money.,492.24,0
7433,Bob S.,26,64274.0,2011-01-27,Engineering,Male,United States,Sylhet,104.1,False,No Review,70.28,0
8783,Bob Y.,37,31163.0,2013-06-28,HR,Male,United Kingdom,Dhaka,78.9,False,No Review,463.58,0
8878,Alice C.,34,112042.0,2012-06-01,Finance,Male,United States,Khulna,89.6,True,Delivery was fast and packaging great.,198.93,0
6188,Ira H.,21,108341.0,2017-08-27,HR,Female,United States,Rajshahi,122.0,False,Good value for money.,180.46,0
13527,Diana E.,50,114953.0,2017-06-30,Sales,Male,United States,Sylhet,57.9,True,"Excellent product, highly recommend!",74.72,0
14013,John M.,46,73471.0,2017-10-09,Engineering,Male,United States,Rajshahi,56.5,True,"Excellent product, highly recommend!",17.12,0
17669,Hasan W.,35,71904.0,2024-11-27,HR,Female,United Kingdom,Dhaka,48.2,True,No Review,202.89,0
8527,Hasan F.,42,79118.0,2017-06-30,Sales,Male,United States,Khulna,59.5,True,No Review,98.62,0
1640,Alice U.,43,114592.0,2024-09-21,HR,Male,Bangladesh,Khulna,86.6,False,Delivery was fast and packaging great.,138.53,0
7378,Grace F.,45,113654.0,2010-11-19,Engineering,Male,Bangladesh,Rajshahi,56.2,False,Delivery was fast and packaging great.,37.11,0
3436,Eve F.,35,49151.0,2024-12-07,HR,Female,United States,Khulna,86.6,True,"Excellent product, highly recommend!",253.36,0
7158,Grace F.,45,110919.0,2013-01-24,Finance,Male,Bangladesh,Dhaka,79.1,True,Very satisfied with the quality.,461.78,0
4766,Diana B.,29,59329.0,2023-03-22,Finance,Male,Bangladesh,Khulna,86.8,True,Delivery was fast and packaging great.,230.0,1
3797,Alice P.,19,61573.0,2011-01-30,Finance,Female,United States,Chittagong,63.3,False,Delivery was fast and packaging great.,352.96,0
729,Ira D.,65,42417.0,2014-07-06,Engineering,Female,United States,Khulna,96.8,False,Would buy again without hesitation.,351.28,0
4550,Alice C.,42,165339.5,2021-06-16,Finance,Male,Bangladesh,Dhaka,120.0,True,Very satisfied with the quality.,481.6,0
13754,John T.,63,64857.0,2017-07-13,HR,Male,Bangladesh,Khulna,81.3,False,"Excellent product, highly recommend!",223.92,0
3726,Alice L.,42,41040.0,2019-02-18,HR,Male,United States,Chittagong,86.6,True,Very satisfied with the quality.,347.03,0
7205,Charlie M.,32,65310.0,2024-08-11,Marketing,Female,United Kingdom,Khulna,73.6,True,Good value for money.,140.51,0
15171,Charlie D.,63,110738.0,2020-06-09,Sales,Male,United States,Chittagong,76.6,False,Good value for money.,245.98,0
10737,Eve P.,48,71120.0,2021-03-25,Finance,Male,Bangladesh,Rajshahi,73.0,False,Would buy again without hesitation.,74.41,0
9411,Alice K.,48,33384.0,2011-02-22,Sales,Male,United States,Rajshahi,52.6,False,"Excellent product, highly recommend!",468.4,0
9230,Grace E.,31,165339.5,2017-12-02,Sales,Male,United Kingdom,Chittagong,97.7,True,Product met all expectations.,65.64,0
2865,John U.,53,99980.0,2014-02-21,HR,Female,United States,Chittagong,83.9,False,Product met all expectations.,248.15,0
14536,John I.,60,57363.0,2012-02-01,Sales,Female,Bangladesh,Dhaka,88.8,False,Would buy again without hesitation.,265.01,0
10013,John L.,48,48587.0,2023-06-24,Finance,Female,United States,Khulna,129.2,True,"Excellent product, highly recommend!",116.29,0
727,Charlie L.,42,54112.0,2017-06-30,Engineering,Male,United States,Dhaka,76.4,False,Product met all expectations.,169.22,0
13557,Bob A.,18,102412.0,2010-02-23,Engineering,Female,United Kingdom,Rajshahi,86.4,True,Delivery was fast and packaging great.,59.26,0
6154,Ira B.,20,112845.0,2012-08-17,Marketing,Male,United States,Sylhet,89.5,True,No Review,257.33,0
674,Frank C.,65,87863.0,2011-02-24,Marketing,Male,United Kingdom,Dhaka,85.1,False,Delivery was fast and packaging great.,495.93,0
11848,Ira S.,53,94379.0,2012-08-07,Engineering,Male,United States,Khulna,120.1,False,Delivery was fast and packaging great.,304.4,0
12944,Eve M.,51,37962.0,2014-11-17,Finance,Female,Bangladesh,Khulna,121.6,True,Delivery was fast and packaging great.,134.27,0
18403,Alice B.,45,51704.0,2015-01-21,Sales,Male,United States,Sylhet,114.3,True,No Review,315.9,1
12856,Bob C.,41,35471.0,2010-08-09,Finance,Male,United States,Khulna,124.6,True,Very satisfied with the quality.,185.29,0
9816,Frank S.,29,45306.0,2011-10-06,Marketing,Male,United States,Khulna,119.4,True,Product met all expectations.,256.55,0
3498,Charlie A.,31,68528.0,2021-04-13,Sales,Female,Bangladesh,Dhaka,126.0,False,Delivery was fast and packaging great.,388.39,0
3360,Eve R.,29,52098.0,2017-07-06,Finance,Female,Bangladesh,Rajshahi,87.4,True,Very satisfied with the quality.,198.45,0
3739,Ira W.,47,94621.0,2024-02-10,Finance,Male,United Kingdom,Rajshahi,122.9,True,Good value for money.,47.58,0
7001,Diana D.,54,30275.0,2019-05-30,Finance,Female,United States,Khulna,79.9,True,Would buy again without hesitation.,235.71,0
13410,Eve B.,53,33078.0,2019-05-17,Marketing,Female,United Kingdom,Chittagong,73.6,False,"Excellent product, highly recommend!",447.47,0
14107,Hasan C.,21,68482.0,2015-06-03,Marketing,Female,Bangladesh,Dhaka,88.5,False,No Review,368.57,0
350,Diana Z.,28,85005.0,2011-12-07,Marketing,Female,United Kingdom,Dhaka,50.0,True,Delivery was fast and packaging great.,390.49,0
8670,Ira A.,24,33397.0,2012-01-21,Finance,Female,United States,Chittagong,50.5,True,Delivery was fast and packaging great.,310.55,0
434,Bob L.,50,97977.0,2013-11-17,HR,Female,United Kingdom,Rajshahi,88.4,True,Would buy again without hesitation.,239.01,0
10747,Alice D.,46,93476.0,2022-04-16,Engineering,Female,Bangladesh,Rajshahi,60.7,False,Product met all expectations.,310.03,0
2111,Ira H.,49,75126.0,2014-12-12,Sales,Male,United Kingdom,Khulna,85.1,False,"Excellent product, highly recommend!",424.02,0
2819,Bob P.,34,105501.0,2016-03-23,Sales,Male,United States,Khulna,58.9,True,"Excellent product, highly recommend!",384.86,0
5902,John Z.,18,70090.0,2017-03-25,Engineering,Female,United States,Dhaka,54.6,False,Very satisfied with the quality.,210.96,0
16725,Eve Z.,36,97846.0,2021-12-23,Sales,Female,United Kingdom,Chittagong,46.4,False,No Review,480.72,0
1281,Charlie B.,38,115824.0,2011-04-04,Finance,Female,United Kingdom,Sylhet,50.2,False,Delivery was fast and packaging great.,126.79,0
17753,Frank I.,44,44113.0,2021-05-19,HR,Male,United States,Rajshahi,59.8,True,Very satisfied with the quality.,322.28,0
19652,Frank O.,35,51796.0,2023-09-26,Finance,Male,United States,Chittagong,86.6,False,Delivery was fast and packaging great.,471.4,0
15396,Ira P.,64,105440.0,2023-12-12,Engineering,Female,United Kingdom,Rajshahi,108.5,False,No Review,220.31,0
4787,Grace R.,50,74201.0,2017-06-30,Marketing,Male,Bangladesh,Chittagong,94.5,False,No Review,259.69,0
16306,Hasan U.,42,82019.0,2013-09-17,Sales,Female,United States,Chittagong,46.5,False,Good value for money.,345.24,0
17513,Diana F.,42,30506.0,2022-12-15,Engineering,Female,United States,Chittagong,62.6,True,Delivery was fast and packaging great.,305.69,0
7190,Hasan Z.,54,36906.0,2020-12-23,Engineering,Male,United Kingdom,Khulna,129.0,False,No Review,27.62,0
18593,Hasan J.,30,86725.0,2012-06-23,Marketing,Male,United States,Dhaka,113.8,True,Would buy again without hesitation.,215.82,0
15425,Diana P.,24,57900.0,2019-07-03,Finance,Male,United States,Dhaka,104.9,False,Delivery was fast and packaging great.,150.46,0
14606,Eve L.,42,89041.0,2021-06-06,Marketing,Male,Bangladesh,Rajshahi,91.2,False,Delivery was fast and packaging great.,250.1,0
1591,Frank H.,41,108175.0,2023-03-18,Finance,Female,United Kingdom,Khulna,121.6,False,Would buy again without hesitation.,356.72,0
6560,Diana I.,50,93585.0,2012-06-26,Marketing,Female,United Kingdom,Khulna,75.0,True,"Excellent product, highly recommend!",431.44,1
18918,Hasan X.,20,78006.0,2023-08-02,HR,Female,United States,Dhaka,89.9,True,Product met all expectations.,311.55,0
15034,Eve Z.,62,58861.0,2024-07-15,HR,Male,Bangladesh,Khulna,83.3,False,Would buy again without hesitation.,474.12,0
5048,John U.,18,112464.0,2024-02-14,Marketing,Male,United States,Chittagong,108.2,False,Delivery was fast and packaging great.,486.64,0
8227,Hasan X.,57,41764.0,2015-10-04,Marketing,Female,United States,Khulna,63.1,True,No Review,82.64,0
15309,John X.,47,57541.0,2023-11-10,Marketing,Male,Bangladesh,Dhaka,52.6,False,Delivery was fast and packaging great.,374.82,0
4613,Hasan J.,41,87143.0,2024-01-15,HR,Male,United States,Sylhet,85.4,True,Good value for money.,453.62,0
9339,John W.,20,165339.5,2010-01-15,Marketing,Female,Bangladesh,Sylhet,82.3,True,Delivery was fast and packaging great.,169.99,0
1654,Bob M.,57,65884.0,2010-07-27,Finance,Female,United Kingdom,Dhaka,80.2,True,Very satisfied with the quality.,438.97,0
2385,Alice Z.,57,75126.0,2012-05-09,HR,Female,United States,Chittagong,73.4,False,No Review,270.77,0
1787,Alice C.,32,54981.0,2018-04-14,HR,Male,Bangladesh,Chittagong,97.0,False,Very satisfied with the quality.,74.29,0
10491,John Z.,58,106685.0,2013-06-10,Sales,Female,United States,Khulna,111.8,True,Delivery was fast and packaging great.,328.09,0
5310,Hasan P.,64,106461.0,2013-05-17,HR,Female,United States,Khulna,53.4,True,"Excellent product, highly recommend!",423.88,0
